title,keywords,journal,authors,abstract
"population abundance, size structure and sex-ratio in an insular lizard",population size; data augmentation; capture-mark-recapture; individual covariates; insular lizard; sex-ratio,ECOLOGICAL MODELLING,TENAN S;VALLESPIR AR;IGUAL JM;MOYA O;ROYLE JA;TAVECCHIA G,"estimating population size and understanding its variation is a fundamental, yet complicated, aim of many ecological studies. we considered the problem of estimating spring and autumn population abundance, size-dependent population structure and sex-ratio of the endemic balearic lizard, podarcis lilfordi from a three occasions capture-recapture study. we used a bayesian formulation of individual covariate models to incorporate individual sex, size and trap-response. we first considered a set of simulated data with a medium-to-low probability of recapture and individual recapture heterogeneity to evaluate potential problems in model fitting and selection. results from simulated data indicated a low performance in parameter estimation and model selection when probability of detection was low (0.15-0.30). we found a negative permanent trap response and a positive effect of size on detection probability in the spring survey but not in the autumn one. the estimated mean densities varied from about 800 to 1000 lizards ha(-1), a high value when comparing with mainland lizard populations. the observed increase in abundance was probably due to a drop in territorial behaviour and the immigration of females into the area sampled. as a consequence, sex-ratio changed from nearly even in june (mean posterior, 95%cri; 0.928, 0.676-1.167) to a female-skewed population in october (0.612, 0.478-0.772). (c) 2013 elsevier b.v. all rights reserved."
estimating individual animal movement from observation networks,acoustic telemetry; detection probability; ornstein-uhlenbeck process; state-space model,METHODS IN ECOLOGY AND EVOLUTION,PEDERSEN MW;WENG KC,"observation network data comprise animal presences detected by observer stations at fixed spatial locations. statistical analysis of these data is complicated by spatial bias in sampling and temporal variability in detection conditions. advanced methods for analysis of these data are required but are currently underdeveloped. we propose a state-space model (ssm) for observation network data to estimate detailed movements of individual animals. the underlying movement model is an ornstein-uhlenbeck (ou) process, which is stationary, and therefore has an inherent mechanism that models home range behaviour. an integral part of the approach is the detection function, which models the probability of logging animal presences. the detection function is also used to provide absence information when animals are undetected. since the ability to detect an animal often depends on time-varying external factors such as environmental conditions, we use covariate information about detection efficiency as control variables. via simulation, we found that movement estimation error scales log-linearly with network sparsity. this result can be used to indicate the number of stations necessary to achieve a desired upper bound on estimation error. furthermore, we found that the ssm outperforms existing techniques in terms of estimating detailed movements and that estimates are robust towards mis-specification of the detection function. we also tested the importance of accounting for time-varying detection conditions and found that the probability of making wrong conclusions decreases substantially when covariate information is exploited. the model is used to estimate movements and home range of a humphead wrasse (cheilinus undulatus) at palmyra atoll in the central pacific ocean. here, detection conditions have a strong diel component, which is controlled for using detection efficiency information from a reference device. the presented approach enhances the toolbox for analysis of observation network data as collected by acoustic telemetry or potentially other aspiring methods such as camera trapping and mobile phone tagging. by explicitly modelling movement and observation processes, the model integrates all sources of uncertainty and provides a sound statistical basis for making well-informed management decisions from imperfect information."
on population size estimators in the poisson mixture model,capture-recapture; lower bounds; lower confidence limits,BIOMETRICS,MAO CX;YANG N;ZHONG JH,"estimating population sizes via capture-recapture experiments has enormous applications. the poisson mixture model can be adopted for those applications with a single list in which individuals appear one or more times. we compare several nonparametric estimators, including the chao estimator, the zelterman estimator, two jackknife estimators and the bootstrap estimator. the target parameter of the chao estimator is a lower bound of the population size. those of the other four estimators are not lower bounds, and they may produce lower confidence limits for the population size with poor coverage probabilities. a simulation study is reported and two examples are investigated."
"mark-recapture with multiple, non-invasive marks",latent multinomial model; mark-recapture; multiple marks; non-invasive marks; photo-identification; whale sharks,BIOMETRICS,BONNER S;HOLMBERG J,"non-invasive marks, including pigmentation patterns, acquired scars, and genetic markers, are often used to identify individuals in mark-recapture experiments. if animals in a population can be identified from multiple, non-invasive marks then some individuals may be counted twice in the observed data. analyzing the observed histories without accounting for these errors will provide incorrect inference about the population dynamics. previous approaches to this problem include modeling data from only one mark and combining estimators obtained from each mark separately assuming that they are independent. motivated by the analysis of data from the ecocean online whale shark (rhincodon typus) catalog, we describe a bayesian method to analyze data from multiple, non-invasive marks that is based on the latent-multinomial model of link et al. (2010, biometrics 66, 178-185). further to this, we describe a simplification of the markov chain monte carlo algorithm of link et al. (2010, biometrics 66, 178-185) that leads to more efficient computation. we present results from the analysis of the ecocean whale shark data and from simulation studies comparing our method with the previous approaches."
maximum likelihood estimation of mark-recapture-recovery models in the presence of continuous covariates,arnason-schwarz model; hidden markov model; markov chain; missing values; soay sheep; state-space model,ANNALS OF APPLIED STATISTICS,LANGROCK R;KING R,"we consider mark-recapture-recovery (mrr) data of animals where the model parameters are a function of individual time-varying continuous co-variates. for such covariates, the covariate value is unobserved if the corresponding individual is unobserved, in which case the survival probability cannot be evaluated. for continuous-valued covariates, the corresponding likelihood can only be expressed in the form of an integral that is analytically intractable and, to date, no maximum likelihood approach that uses all the information in the data has been developed. assuming a first-order markov process for the covariate values, we accomplish this task by formulating the mrr setting in a state-space framework and considering an approximate likelihood approach which essentially discretizes the range of covariate values, reducing the integral to a summation. the likelihood can then be efficiently calculated and maximized using standard techniques for hidden markov models. we initially assess the approach using simulated data before applying to real data relating to soay sheep, specifying the survival probability as a function of body mass. models that have previously been suggested for the corresponding covariate process are typically of the form of diffusive random walks. we consider an alternative nondiffusive ar(1)-type model which appears to provide a significantly better fit to the soay sheep data."
apparent survival estimation from continuous mark-recapture/resighting data,barker joint data; cormack-jolly-seber; model structure adequacy; telemetry,METHODS IN ECOLOGY AND EVOLUTION,BARBOUR AB;PONCIANO JM;LORENZEN K,"1. the recent expansion of continuous-resighting telemetry methods (e.g. acoustic receivers, pit tag antennae) has created a class of ecological data not well suited for traditional mark-recapture statistics. estimating survival when continuous recapture data is available ensues a practical problem, because classical capture-recapture models were derived under a discrete sampling scheme that assumes sampling events are instantaneous with respect to the interval between events. 2. to investigate the use of continuous data in survival analysis, we conducted a model structure adequacy simulation that tested the cormack-jolly-seber (cjs) and barker joint data survival estimation models, which mainly differ through the barker's inclusion of secondary period information. we simulated a population in which survival and detection occurred as a near continuous (daily) process and collapsed detection information into monthly sampling bins for survival estimation. 3. while both models performed well when survival was time-independent, the cjs was substantially biased for low survival values and time-dependent conditions. additionally, unlike the cjs, the barker model consistently performed well over multiple sample sizes (number of marked individuals). however, the high number of parameters in the barker model led to convergence difficulties, resulting in a need for an alternative optimization method (simulated annealing). 4. we recommend the use of the barker model when using continuous data for survival analysis, because it outperformed the cjs over a biologically reasonable range of potential parameter values. however, the practical difficulty of implementing the barker model combined with its shortcomings during two simulations leaves room for the specification of novel statistical methods tailored specifically for continuous mark-resighting data."
marked: an r package for maximum likelihood and markov chain monte carlo analysis of capture-recapture data,automatic differentiation model builder; capture-recapture; cormack-jolly-seber; jolly-seber; mark-recapture; markov chain monte carlo; population analysis,METHODS IN ECOLOGY AND EVOLUTION,LAAKE JL;JOHNSON DS;CONN PB,"1. we describe an open-source r package, marked, for analysis of mark-recapture data to estimate survival and animal abundance. 2. currently, marked is capable of fitting cormack-jolly-seber (cjs) and jolly-seber models with maximum likelihood estimation (mle) and cjs models with bayesian markov chain monte carlo methods. the cjs models can be fitted with mle using optimization code in r or with automatic differentiation model builder. the latter allows incorporation of random effects. 3. some package features include: (i) individual-specific time intervals between sampling occasions, (ii) generation of optimization starting values from generalized linear model approximations and (iii) prediction of demographic parameters associated with unique combinations of individual and time-specific covariates. 4. we demonstrate marked with a commonly analysed european dipper (cinclus cinclus) data set. 5. the package will be most useful to ecologists with large mark-recapture data sets and many individual covariates."
program simassem: software for simulating species assemblages and estimating species richness,biodiversity; community ecology; landscape ecology; relative abundance distribution; simulation; spatial aggregation,METHODS IN ECOLOGY AND EVOLUTION,REESE GC;WILSON KR;FLATHER CH,"1. species richness, the number of species in a defined area, is the most frequently used biodiversity measure. despite its intuitive appeal and conceptual simplicity, species richness is often difficult to quantify, even in well-surveyed areas, because of sampling limitations such as survey effort and species detection probability. nonparametric estimators have generally performed better than other options, but no particular estimator has consistently performed best across variation in assemblage and survey parameters. 2. in order to evaluate estimator performances, we developed the program simassem. simassem can: (i) simulate assemblages and surveys with user-specified parameters, (ii) process existing species encounter history files, (iii) generate species richness estimates not available in other programs and (iv) format encounter history data for several other programs. 3. simassem can help elucidate relationships between assemblage and survey parameters and the performance of species richness estimators, thereby increasing our understanding of estimator sensitivity, improving estimator development and defining the bounds for appropriate application."
"combining dead recovery, auxiliary observations and robust design data to estimate demographic parameters from marked individuals",capture-recapture; closed robust design; florida manatee; multievent; multistate model; program mark; recoveries; resightings; unobservable state,METHODS IN ECOLOGY AND EVOLUTION,KENDALL WL;BARKER RJ;WHITE GC;LINDBERG MS;LANGTIMM CA;PENALOZA CL,"1. when estimating demographic parameters for wild populations, using multiple data sources can increase robustness through greater precision, reducing bias and permitting the estimation of otherwise confounded parameters. 2. we present a method that combines recapture data from marked individuals, collected at a single study site, under a robust design framework, with dead recoveries and auxiliary resightings collected at any time and place. this model permits the joint modelling of survival, permanent and temporary emigration from the study area. 3. we demonstrate that the usefulness of this model is compelling in the case of long-lived species with substantial rates of temporary emigration, to mitigate bias in survival at the end of the time series and to permit conservation decisions based on more current information. we use the case of florida manatees as an example. 4. our model can easily be extended to account for an arbitrary number of phenotypic states and account for state uncertainty. the increase in precision overall in vital rates, and the mitigation of bias in survival estimation in the final years of a time series, permits managers to base resource decisions on more robust and timely information. the model also provides the ability to adapt monitoring to changing conditions or specific management objectives, via dynamic allocation of effort to auxiliary resightings."
varyingeffort incapture-recapture studies,asynchronous sampling; binomial distribution; data pooling; dna; grizzly bear; hazard; spatially explicit capture-recapture; secr; ursus arctos,METHODS IN ECOLOGY AND EVOLUTION,EFFORD MG;BORCHERS DL;MOWAT G,"1. the standard spatial capture-recapture design for sampling animal populations uses a fixed array of detectors, each operated for the same time. however, methods are needed to deal with the unbalanced data that may result from unevenness of effort due to logistical constraints, partial equipment failure or pooling of data for analysis. 2. we describe adjustments for varying effort for three types of data each with a different probability distribution for the number of observations per individual per detector per sampling occasion. a linear adjustment to the expected count is appropriate for poisson-distributed counts (e.g. faeces per searched quadrat). a linear adjustment on the hazard scale is appropriate for binary (bernoulli-distributed) observations at either traps or binary proximity detectors (e.g. automatic cameras). data pooled from varying numbers of binary detectors have a binomial distribution; adjustment is achieved by varying the size parameter of the binomial. 3. we compared a hazard-based adjustment to a more conventional covariate approach in simulations of one temporal and one spatial scenario for varying effort. the hazard-based approach was the more parsimonious and appeared more resistant to bias and confounding. 4. we analysed a dataset comprising dna identifications of female grizzly bears ursus arctos sampled asynchronously with hair snares in british columbia in 2007. adjustment for variation in sampling interval had negligible effect on density estimates, but unmasked an apparent decline in detection probability over the season. duration-dependent decay in sample quality is an alternative explanation for the decline that could be included in future models. 5. allowing for known variation in effort ensures that estimates of detection probability relate to a consistent unit of effort and improves the fit of detection models. failure to account for varying effort may result in confounding between effort and density variation in time or space. adjustment for effort allows rigorous analysis of unbalanced data with little extra cost in terms of precision or processing time. we suggest it should become routine in capture-recapture analyses. the methods have been made available in the r package secr."
estimating age-specific survival when age is unknown: open population capture-recapture models with age structure and heterogeneity,brushtail possums; finite mixtures; senescence,METHODS IN ECOLOGY AND EVOLUTION,MATECHOU E;PLEDGER S;EFFORD M;MORGAN BJT;THOMSON DL,"1. when studying senescence in wildlife populations, we are often limited by the sparseness of the available information on the ages of the individuals under study. additionally, heterogeneity between individuals can be substantial. ignoring this heterogeneity can lead to biased estimates of the population parameters of interest and can mask senescence. 2. this article demonstrates the use of a recently developed capture-recapture model for extracting age-dependent estimates of survival probabilities for individuals of unknown age and extends the model by allowing for heterogeneity in survival and capture probabilities using finite mixtures. 3.using simulation, we show that the estimates of age-dependent survival probabilities when age is unknown can be biased when heterogeneity in capture probabilities is not modelled, in contrast to the case of time-dependent survival probabilities when the estimates are robust to similar violations of model assumptions. 4. the methods are demonstrated using a long-term data set of female brushtail possums (trichosurus vulpecula kerr) for which age-specific models for survival probabilities indicating senescence are strongly favoured. we found no evidence of heterogeneity in survival but strong evidence of heterogeneity in capture probabilities. 5. these models have a wide range of applications for estimating age dependence in survival when the age is unknown as they can be applied to any capture-recapture data set, as long as it is collected over a period which is longer, and preferably considerably so, than the life span of the species studied."
integrating resource selection information with spatial capture-recapture,animal movement; animal sampling; encounter probability; hierarchical modeling; marginal likelihood; resource selection; space usage; spatial capture-recapture,METHODS IN ECOLOGY AND EVOLUTION,ROYLE JA;CHANDLER RB;SUN CC;FULLER AK,"understanding space usage and resource selection is a primary focus of many studies of animal populations. usually, such studies are based on location data obtained from telemetry, and resource selection functions (rsfs) are used for inference. another important focus of wildlife research is estimation and modeling population size and density. recently developed spatial capture-recapture (scr) models accomplish this objective using individual encounter history data with auxiliary spatial information on location of capture. scr models include encounter probability functions that are intuitively related to rsfs, but to date, no one has extended scr models to allow for explicit inference about space usage and resource selection. in this paper we develop the first statistical framework for jointly modeling space usage, resource selection, and population density by integrating scr data, such as from camera traps, mist-nets, or conventional catch traps, with resource selection data from telemetered individuals. we provide a framework for estimation based on marginal likelihood, wherein we estimate simultaneously the parameters of the scr and rsf models. our method leads to increases in precision for estimating parameters of ordinary scr models. importantly, we also find that scr models alone can estimate parameters of rsfs and, as such, scr methods can be used as the sole source for studying space-usage; however, precision will be higher when telemetry data are available. finally, we find that scr models using standard symmetric and stationary encounter probability models may not fully explain variation in encounter probability due to space usage, and therefore produce biased estimates of density when animal space usage is related to resource selection. consequently, it is important that space usage be taken into consideration, if possible, in studies focused on estimating density using capture-recapture methods."
response to: a new method for estimating animal abundance with two sources of data in capture-recapture studies,genetic markers; mark-recapture; multiple marks; non-invasive marks; photo-identification,METHODS IN ECOLOGY AND EVOLUTION,BONNER S,"mark-recapture studies that rely on multiple marks to identify individuals pose modeling challenges if the marks for each individual are not always linked. if an individual with unlinked marks is encountered on two occasions and different marks are observed, then it will appear that two different individuals were captured. failing to account for these missed matches will produce incorrect inference. madon etal. (methods in ecology and evolution 2011; 2: 390) proposes a modification of the jolly-seber estimator for such data computed by adjusting the observed counts of individuals first captured, recaptured or not captured but known to be alive on each occasion. the adjustment involves multiplying each of these counts by a constant factor, iid, intended to correct for double counting of individuals and constrained between 0 and 1. results of a simulation study provided in madon etal. (methods in ecology and evolution 2011; 2: 390) show that the proposed estimator is almost unbiased, but its uncertainty is underestimated and the true coverage of confidence intervals is consistently below the nominal value. i compute separate adjustment factors for each of the counts and show (i) that a constant adjustment is not appropriate and (ii) that the theoretical adjustment factor is sometimes >1. i believe that the use of a single adjustment factor between 0 and 1 is what causes the uncertainty to be underestimated and that complete models of the observation process are required to obtain valid results."
spatially explicit models for inference about density in unmarked or partially marked populations,abundance estimation; camera traps; data augmentation; hierarchical models; n-mixture model; neyman-scott process; poisson cluster process; point counts; spatial capture-recapture; spatial point process; population density,ANNALS OF APPLIED STATISTICS,CHANDLER RB;ROYLE JA,"recently developed spatial capture-recapture (scr) models represent a major advance over traditional capture-recapture (cr) models because they yield explicit estimates of animal density instead of population size within an unknown area. furthermore, unlike nonspatial cr methods, scr models account for heterogeneity in capture probability arising from the juxtaposition of animal activity centers and sample locations. although the utility of scr methods is gaining recognition, the requirement that all individuals can be uniquely identified excludes their use in many contexts. in this paper, we develop models for situations in which individual recognition is not possible, thereby allowing scr concepts to be applied in studies of unmarked or partially marked populations. the data required for our model are spatially referenced counts made on one or more sample occasions at a collection of closely spaced sample units such that individuals can be encountered at multiple locations. our approach includes a spatial point process for the animal activity centers and uses the spatial correlation in counts as information about the number and location of the activity centers. camera-traps, hair snares, track plates, sound recordings, and even point counts can yield spatially correlated count data, and thus our model is widely applicable. a simulation study demonstrated that while the posterior mean exhibits frequentist bias on the order of 5-10% in small samples, the posterior mode is an accurate point estimator as long as adequate spatial correlation is present. marking a subset of the population substantially increases posterior precision and is recommended whenever possible. we applied our model to avian point count data collected on an unmarked population of the northern parula (parula americana) and obtained a density estimate (posterior mode) of 0.38 (95% ci: 0.19-1.64) birds/ha. our paper challenges sampling and analytical conventions in ecology by demonstrating that neither spatial independence nor individual recognition is needed to estimate population density-rather, spatial dependence can be informative about individual distribution and density."
estimating demographic parameters from capturerecapture data with dependence among individuals within clusters,capturerecapture; dispersal; heterogeneity; within-group variance; mixed models; pairs; siblings,METHODS IN ECOLOGY AND EVOLUTION,CHOQUET R;SANZ AGUILAR A;DOLIGEZ B;NOGUE E;PRADEL R;GUSTAFSSON L;GIMENEZ O,"two-level data, in which level-1 units or individuals are nested within level-2 units or clusters, are very common in natural populations. however, very few multilevel analyses are conducted for data with imperfect detection of individuals. multilevel analyses are important to quantify the variability at each level of the data. in this study, we present two-level analyses for estimating demographic parameters from data with imperfect detection of individuals and with a source of individual variability that is nested within a source of cluster variability. this method allows separating and quantifying the phenotypic plasticity or facultative behavioural responses from the evolutionary responses. we illustrate our approach using data from studies of a long-lived perennially monogamous seabird, the cory's shearwater (calonectris diomedea) and a patchy population of collared flycatchers (ficedula albicollis). we demonstrate the existence of dependence in recapture probability between paired individuals in the cory's shearwater. in addition, we show that family structure has no influence on parentoffspring resemblance in collared flycatchers dispersal. the new method is implemented in program e-surge which is freely available from the internet."
flexible continuous-time modelling for heterogeneous animal movement,animal movement; continuous time; diffusion process; spatial heterogeneity,ECOLOGICAL MODELLING,HARRIS KJ;BLACKWELL PG,"we describe a flexible class of continuous-time models for animal movement, allowing movement behaviour to depend on location in terms of a discrete set of regions and also on an underlying behavioural state. we demonstrate the ability of these models to represent complex behaviour and spatial heterogeneity, as found in real movement studies, while retaining tractability and the conceptual advantages of a continuous-time formulation. we discuss the relationship between the models defined here and a range of important applications, both when movement behaviour is the main focus and when it is essentially a nuisance process, for example in spatially explicit capture-recapture. (c) 2013 elsevier b.v. all rights reserved."
integrated analysis of capture-recapture-resighting data and counts of unmarked birds at stop-over sites,combined likelihoods; integrated population modeling; mark-recapture-resight model; mark-resight analysis; semipalmated sandpipers; stop-over duration,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,MATECHOU E;MORGAN BJT;PLEDGER S;COLLAZO JA;LYONS JE,"the models presented in this paper are motivated by a stop-over study of semipalmated sandpipers, calidris pusilla. two sets of data were collected at the stop-over site: a capture-recapture-resighting data set and a vector of counts of unmarked birds. the two data sets are analyzed simultaneously by combining a new model for the capturere-capture-resighting data set with a binomial likelihood for the counts. the aim of the analysis is to estimate the total number of birds that used the site and the average duration of stop-over. the combined analysis is shown to be highly efficient, even when just 1 % of birds are recaptured, and is recommended for similar investigations. this article has supplementary material online."
analysis of photo-id data allowing for missed matches and individuals identified from opposite sides,grey seal; markrecapture; maximum likelihood; photo-id; population studies; survival,METHODS IN ECOLOGY AND EVOLUTION,HIBY L;PATERSON WD;REDMAN P;WATKINS J;TWISS SD;POMEROY P,"in many species, photo-identification could be used as an alternative to artificial marking to provide data on demographic parameters. however, unless the population is very small or fragmented, software may be required to pre-screen and reject most image pairs as potential matches. depending on the species and method used to obtain images, currently available software may falsely reject some matches. we estimate the false rejection rate (frr) of the extractcompare (ec) program when used to pre-screen images of female grey seals. filtering images manually to reduce the frr involves subjective assessment of image quality, reduces the amount of data available and may bias the results in favour of relatively well-marked individuals. the data may contain individuals identified only from the left side or the right side, as well as individuals identified from both sides. missed matches resulting from false rejections by pre-screening software and/or inclusion of individuals identified only from opposite sides cause some individuals to generate multiple encounter histories. we describe an open population model for data of this type which, given a measured risk of missing a match between a randomly selected pair of images of the same individual, provides maximum likelihood (ml) estimates of initial population size, survival/emigration and immigration/recruitment by calculating the expected frequency of any encounter history that could be generated. as a case study for the method, we used ec to pre-screen photographs of female grey seals on a breeding colony and generate encounter histories over five successive seasons. allowing for the measured frr, we calculated ml estimates for comparison with estimates from previous studies. we also used the model with encounter histories simulated using the same frr to give the same mixture of left side, right side and both sides histories and derived ml estimates for comparison with the values used to drive the simulation. with frr set at up to 33%, the method gave estimates of the abundance and survival parameters used in the simulation model that were biased by at most 4 center dot 7% up and 3% down, respectively. the results of the grey seal case study were consistent with previous estimates of apparent survival and trends in abundance."
estimating stop over duration in the presence of trap-effects,capture-mark-recapture; hidden nonhomogeneous markov chain; hidden hybrid markov/semi-markov chain; immediate trap-effects,ECOLOGICAL MODELLING,CHOQUET R;GUEDON Y;BESNARD A;GUILLEMAIN M;PRADEL R,"detection probability of individuals is increasingly taken into account during field monitoring schemes and in demographic models. conversely, it is often taken for granted that trappability of animals will remain fairly constant and broadly similar between individuals present in a given area. however, animals may change their behaviour after being trapped. in this paper, we introduce a new hidden markovian model to estimate stop over duration in the presence of trap-effects. this model combines nonhomogeneous markovian states with semi-markovian states in the non-observable state process, and simple distributions with first-order markov chains as observation models. this model generalizes previously proposed models and enables the joint modeling of the time of residence and the trap effect. two cases are considered, depending on whether or not emigration is time-dependent since arrival. we illustrate the latter with teal anas crecca wintering in camargue, southern france and we demonstrate the importance of handling trap-effects. (c) 2012 elsevier b.v. all rights reserved."
towards good practice guidance in using camera-traps in ecology: influence of sampling design on validity of ecological inferences,arctic; subarctic ecosystem; detectability; error rate; occupancy; precision; sampling strategy; scavengers; species occurrence,METHODS IN ECOLOGY AND EVOLUTION,HAMEL S;KILLENGREEN ST;HENDEN JA;EIDE NE;ROED ERIKSEN L;IMS RA;YOCCOZ NG,"the development of camera-traps has provided an opportunity to study ecological relationships and population dynamics of species that are rare, difficult to observe or capture. their use has seen a major increase recently, particularly with the recent progress in methods adapted to species for which individuals cannot be identified. we took advantage of extensive camera-trap data sets from large spatiotemporal-scale studies of a diverse assemblage of avian and mammalian scavengers in subarctic/arctic tundra to determine sampling designs that minimize detection errors (false-negative) and to evaluate the influence of sampling design on estimation of site occupancy. results showed that raw error rates in daily presence varied between 5 and 30% among species when using time-triggered cameras with a 5-min interval. using movement-triggered cameras resulted in larger raw error rates, between 30 and 70%, as well as a lower number of daily presences detected. increasing the time interval from 5 to 20min greatly increased the raw error rate in daily presence, but it had negligible impacts on estimates and precision of occupancy and detection probability. occupancy estimates were mostly influenced by variation in the number of days included during the sampling period. for most species, a threshold of between 20 and 30 problem-free days (i.e. without camera-related technical problems) was required to stabilize occupancy and detection probability, as well as to maximize their precision. based on the results, we discuss guidelines for establishing sampling designs according to the different ecological questions researchers might want to answer. to our knowledge, our study is the first to directly test the influence of sampling design in camera-trap studies, providing guidelines that are likely to be directly applicable to a large range of species and ecosystems."
a general model of detectability using species traits,false absence; impact assessment; priors; surveillance; survey effort; trait-based model,METHODS IN ECOLOGY AND EVOLUTION,GARRARD GE;MCCARTHY MA;WILLIAMS NSG;BEKESSY SA;WINTLE BA,"imperfect detectability is a critical source of variation that limits ecological progress and frustrates effective conservation management. available modelling methods provide valuable detectability estimates, but these are typically species-specific. we present a novel application of time-to-detection modelling in which detectability of multiple species is a function of plant traits and observer characteristics. the model is demonstrated for plants in a temperate grassland community in south-eastern australia. we demonstrate that detectability can be estimated using observer experience, species population size and likelihood of flowering. the inclusion of flower colour and species distinctiveness improves the capacity of the model to predict detection rates for new species. we demonstrate the application of the general model to plants in a temperate grassland community, but this modelling method may be extended to other communities or taxa for which time-to-detection models are appropriate. detectability is influenced by traits of the species and the observer. general models can be used to derive detectability estimates where repeat survey data, point counts or mark-recapture data are not available. as these data are almost always absent for species of conservation concern, general models such as ours will be useful for informing minimum survey requirements for monitoring and impact assessment, without the delays and costs associated with data collection."
implementing the trinomial mark-recapture-recovery model in program mark,mark-recapture-recovery; missing data; program mark; rmark; time varying individual covariates; trinomial model,METHODS IN ECOLOGY AND EVOLUTION,BONNER SJ,"time-varying individual covariates present a challenge in modelling data from markrecapturerecovery (mrr) experiments of wild animals. many values of the covariate will be unknown because they can be observed only when an individual is captured, and the missing values cannot be ignored. catchpole et al. [journal of the royal statistical society: series b (statistical methodology), 70, 445460, 2008] presents one solution to this problem by constructing a conditional likelihood depending only on the observed covariate information the so-called trinomial model. this paper describes the link between the trinomial model and the markrecapturerecovery model of burnham (marked individuals in the study of bird population, 199213, 1993) and shows how the trinomial model can be implemented in the software package program mark. this provides the user with access to all of the features of program mark including the facilities for model building and model selection without having to write custom code. i provide details on the analysis of a simulated data set and discuss an r package developed to help users format their data and to implement the model through the existing rmark package."
combining a bayesian nonparametric method with a hierarchical framework to estimate individual and temporal variation in growth,atlantic salmon; bayesian state space model; growth model; mark-recapture; random effects; gaussian process,ECOLOGICAL MODELLING,SIGOURNEY DB;MUNCH SB;LETCHER BH,"growth modeling has long played an important role in ecology, conservation and management of many species. however, adopting a statistical framework that includes both temporal and individual variability in the growth dynamics has proven challenging. in this paper, we use a bayesian state space framework (bssf) to estimate parameters of a discrete time model from a mark-recapture data set of age-1 juvenile atlantic salmon. we use a gaussian process (gp) based approach to model variation in seasonal growth potential. in addition, we use auxiliary information on the food environment as prior knowledge of seasonal fluctuations in growth. parameters for the gp prior and measurement error variances were fixed to speed convergence. posterior estimates of model parameters were relatively insensitive to these choices. our model captures the seasonal growth dynamics of juvenile atlantic salmon as evidenced by close agreement between observed and predicted lengths (r(2) = 0.98). in addition, the relatively narrow confidence intervals indicated significant learning in the parameters of interest. finally, our model approach was able to accurately recover missing data points. although this model was applied to a mark-recapture dataset of atlantic salmon, the generality of the approach should make it applicable to a wide variety of size trajectory datasets, and thus, provides a useful tool to estimate individual and temporal variability in growth from datasets with repeated measurements. (c) 2012 elsevier b.v. all rights reserved."
estimating stray dog populations with the regression method versus beck's method: a comparison,animal welfare; capture-recapture; heterogeneous capture probabilities; photographic survey; population size; stray dogs,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,FEI SY;CHIANG JT;FEI CY;CHOU CH;TUNG MC,"statistical procedures for wildlife population estimation have been greatly improved since the last decade. for estimation of stray dog population size, however, the simple methods recommended by the 1990 who/wspa guidelines seem to remain the popular favorites among researchers. although the methods are very easy to use, their usefulness relies heavily on certain assumptions that are generally unrealistic. using simulation studies, we conclude that beck's method, one of the estimators recommended by the guidelines, performs fairly well and can be safely used to get a quick population estimate, as long as the underlying assumptions are not severely violated."
incorporating individual variability into mark-recapture models,hidden markov model; individual heterogeneity; marine reserve; mark-recapture; multi-state; north atlantic humpback whales,METHODS IN ECOLOGY AND EVOLUTION,FORD JH;BRAVINGTON MV;ROBBINS J,"understanding individual variation is a key challenge in ecology. inherent individual differences in movement and behaviour pose fundamental problems in the analysis of markrecapture data as unmodelled individual differences can bias estimates of population size and survival rates. multi-state markrecapture models have been the focus of much recent research but have yet to explicitly incorporate individual variability. we use a multi-state markrecapture model with individual-level random effects, built in admb-re, a software tool that automatically provides an accurate analytical approximation of the likelihood which is otherwise intractable. we tested the model using simulation studies and applied the model to data from north atlantic humpback whales in the stellwagen bank national marine sanctuary where heterogeneity is apparent in both sighting probability and site preference. simulation studies demonstrated accurate estimation of true parameter values with random effects models but bias sometimes resulted from fitting simpler models. in application to data from the north atlantic humpback whales, we were able to estimate both annual variation in the local population and three measures of individual-level variation. results indicate considerable heterogeneity within this population in both sighting probability and site preference. ignoring random effects led to bias in estimates of proportion of time within a marine reserve."
program spacecap: software for estimating animal density using spatially explicit capture-recapture models,abundance estimation; camera traps; carnivore conservation; carnivore monitoring; density estimation; faecal dna sampling; hair snares; mark-recapture; marked animals; spatial models,METHODS IN ECOLOGY AND EVOLUTION,GOPALASWAMY AM;ROYLE JA;HINES JE;SINGH P;JATHANNA D;KUMAR NS;KARANTH KU,"the advent of spatially explicit capturerecapture models is changing the way ecologists analyse capturerecapture data. however, the advantages offered by these new models are not fully exploited because they can be difficult to implement. to address this need, we developed a user-friendly software package, created within the r programming environment, called spacecap. this package implements bayesian spatially explicit hierarchical models to analyse spatial capturerecapture data. given that a large number of field biologists prefer software with graphical user interfaces for analysing their data, spacecap is particularly useful as a tool to increase the adoption of bayesian spatially explicit capturerecapture methods in practice."
