title,keywords,journal,authors,abstract
"survival and population growth of a long-lived threatened snake species, drymarchon couperi (eastern indigo snake)",aic; capture-mark-recapture (cmr) models; elasticity analysis; multistate cmr models; sensitivity analysis; stage-based matrix population model,POPULATION ECOLOGY,HYSLOP NL;STEVENSON DJ;MACEY JN;CARLILE LD;JENKINS CL;HOSTETLER JA;OLI MK,"demographic data provide a basis for understanding the life history and ecology of species, factors which are vital for informing conservation efforts; however, little is known regarding the population ecology of most snake species, including the threatened eastern indigo snake (drymarchon couperi). we used 11 years (1999-2009) of capture-mark-recapture (cmr) and 2.5 years (2003-2005) of radiotelemetry data from southeastern georgia, usa, in a cmr modeling framework to estimate apparent survival, capture and transition probabilities, and evaluate factors influencing these parameters. the model-averaged estimate of overall apparent annual survival probability was 0.700 (+/- 0.030 se) and is comparable to that obtained from known fate analysis (radiotelemetry) at the same site. body size positively influenced survival, regardless of sex. capture probability differed seasonally by sex, suggesting lower capture probability for females in fall and males in winter. there was no evidence for effect of precipitation or site-specific differences in survival. model averaged estimate of annual adult survival estimated using multistate cmr models was 0.738 +/- a 0.030 and 0.515 +/- a 0.189 for subadults. we estimated population growth rate (lambda) and elasticity (proportional sensitivity) of lambda to vital rates using a stage-structured matrix population model. population growth rate ranged from 0.96 to 1.03 depending on the value of the probability of transitioning from subadult to adult stage. the lambda was proportionally most sensitive to changes in adult survival rate, followed by subadult survival. our results suggest that protecting adult snakes and their habitats would result in the highest likelihood of long-term population stability and growth."
effect of search method and age class on mark-recapture parameter estimation in a population of red-backed salamanders,abundance; encounter probability; plethodon cinereus; program mark; recruitment,POPULATION ECOLOGY,BUDERMAN FE;LIEBGOLD EB,"mark-recapture methods are generally considered to more accurately reflect population trends than count data, which is especially important for indicator species. terrestrial salamanders are often used as indicators of forest ecosystem health and may be monitored through diurnal cover object searches or nocturnal activity searches. our goal was to determine whether search method affected encounter probabilities, whether these probabilities differed between age classes, and whether the inclusion of search method in mark-recapture models affected abundance estimates. we used program mark to analyze 3 years of red-backed salamander (plethodon cinereus) mark-recapture data using pollock's robust design taken from a 144 m(2) plot. initial encounter probabilities during night searches were consistently greater than during diurnal cover object searches. as a result, inclusion of search method in models sometimes affected abundance estimates. there was no difference between adult and juvenile encounter probabilities nor were abundance estimates affected by inclusion of age class, but there was yearly variation in the juvenile abundance estimates. for these reasons, we recommend that sampling of terrestrial salamanders include nocturnal activity searches and be conducted over multiple years. monitoring programs of other species should take into account whether the selected search method(s) may be more likely to sample different subsets of the population of interest and how this may restrict their inferences."
elevated surface temperature depresses survival of banner-tailed kangaroo rats: will climate change cook a desert icon?,biogeography; capture-recapture; heteromyidae; information theory; physiological limits; range shift,OECOLOGIA,MOSES MR;FREY JK;ROEMER GW,"modest increases in global temperature have been implicated in causing population extirpations and range shifts in taxa inhabiting colder environs and in ectotherms whose thermoregulation is more closely tied to environmental conditions. many arid-adapted endotherms already experience conditions at their physiological limits, so it is conceivable that they could be similarly affected by warming temperatures. we explored how climatic variables might influence the apparent survival of the banner-tailed kangaroo rat (dipodomys spectabilis), a rodent endemic to the chihuahuan desert of north america and renowned for its behavioral and physiological adaptations to arid environments. relative variable weight, strength of variable relationships, and other criteria indicated that summer, diurnal land surface temperature (sd_lst) was the primary environmental driver of apparent survival in these arid-adapted rodents. higher temperatures had a negative effect on apparent survival, which ranged from 0.15 (se = 0.04) for subadults to 0.50 (se = 0.07) for adults. elevated sd_lst may negatively influence survival through multiple pathways, including increased water loss and energy expenditure that could lead to chronic stress and/or hyperthermia that could cause direct mortality. land surface temperatures are predicted to increase by as much 6.5a degrees c by 2099, reducing apparent survival of adults to similar to 0.15 in some regions of the species' range, possibly causing a shift in their distribution. the relationship between sd_lst and survival suggests a mechanism whereby physiological tolerances are exceeded resulting in a reduction to individual fitness that may ultimately cause a shift in the species' range over time."
short-term response of dicamptodon tenebrosus larvae to timber management in southwestern oregon,dicamptodon tenebrosus; forest management; mark-recapture; oregon; pacific giant salamander; stream amphibians,JOURNAL OF WILDLIFE MANAGEMENT,LEUTHOLD N;ADAMS MJ;HAYES JP,"in the pacific northwest, previous studies have found a negative effect of timber management on the abundance of stream amphibians, but results have been variable and region specific. these studies have generally used survey methods that did not account for differences in capture probability and focused on stands that were harvested under older management practices. we examined the influences of contemporary forest practices on larval dicamptodon tenebrosus as part of the hinkle creek paired watershed study. we used a markrecapture analysis to estimate d. tenebrosus density at 100 1-m sites spread throughout the basin and used extended linear models that accounted for correlation resulting from the repeated surveys at sites across years. density was associated with substrate, but we found no evidence of an effect of harvest. while holding other factors constant, the model-averaged estimates indicated; 1) each 10% increase in small cobble or larger substrate increased median density of d. tenebrosus 1.05 times, 2) each 100-ha increase in the upstream area drained decreased median density of d. tenebrosus 0.96 times, and 3) increasing the fish density in the 40 m around a site by 0.01 increased median salamander density 1.01 times. although this study took place in a single basin, it suggests that timber management in similar third-order basins of the southwestern oregon cascade foothills is unlikely to have short-term effects of d. tenebrosus larvae. (c) 2011 the wildlife society."
"leopard density in post-conflict landscape, cambodia: evidence from spatially explicit capture-recapture",cambodia; camera-trap; capture-recapture; density estimation; leopard; population recovery,JOURNAL OF WILDLIFE MANAGEMENT,GRAY TNE;PRUM S,"effective conservation of large carnivores requires reliable estimates of population density, often obtained through capturerecapture analysis, in order to prioritize investments and assess conservation intervention effectiveness. recent statistical advances and development of user-friendly software for spatially explicit capturerecapture (secr) circumvent the difficulties in estimating effective survey area, and hence density, from capturerecapture data. we conducted a camera-trapping study on leopards (panthera pardus) in mondulkiri protected forest, cambodia. we compared density estimates using secr with those obtained from conventional approaches in which the effective survey area is estimated using a boundary strip width based on observed animal movements. density estimates from chao heterogeneity models (3.8 +/- se 1.9 individuals/100 km2) and pledger heterogeneity models and models accounting for gender-specific capture and recapture rates (model-averaged density 3.9 +/- se 2.9 individuals/100 km2) were similar to those from secr in program density (3.6 +/- se 1.0/100 km2) but higher than estimates from jack-knife heterogeneity models (2.9 +/- se 0.9individuals/100 km2). capture probabilities differed between male and female leopards probably resulting from differences in the use of human-made trails between sexes. given that there are a number of biologically plausible reasons to expect gender-specific variation in capture probabilities of large carnivores, we recommend exploratory analysis of data using models in which gender can be included as a covariate affecting capture probabilities particularly given the demographic importance of breeding females for population recovery of threatened carnivores. (c) 2011 the wildlife society."
climate change is linked to long-term decline in a stream salamander,amphibian decline; climate change; demography; headwater stream; metamorphosis; salamander,BIOLOGICAL CONSERVATION,LOWE WH,"amphibian declines have been documented worldwide and several have been linked to climate change, but the long-term data needed to detect declines are largely restricted to pond-breeding species. this limits our knowledge of population trends in other major groups of amphibians, including stream salamanders, which have their greatest diversity in north america. i hypothesized that increasing air temperature and precipitation in northeastern north america caused abundance of the stream salamander gyrinophilus porphyriticus in a new hampshire population to decline between 1999 and 2010. i found a significant decline in abundance of g. porphyriticus adults over this 12-year period, and no trend in larval abundance. adult abundance was negatively related to annual precipitation, which is predicted to increase further in the northeast due to climate change. analysis of a 6-year capture-mark-recapture data set for the same population showed no temporal variation in larval and adult detectability, validating the abundance data, and no variation in larval and adult survival. however, survival during metamorphosis from the larval to adult stage declined dramatically. these results suggest that increasing precipitation is causing a decline in adult recruitment, which, if it persists, will lead to local extinction. a likely mechanism for the decline in adult recruitment is mortality of metamorphosing individuals during spring and fall floods, which have increased in volume and frequency with the increase in precipitation. more broadly, this study presents strong evidence that the amphibian decline crisis extends to north america's stream salamanders, and shows the critical need to collect population data on these species. (c) 2011 elsevier ltd. all rights reserved."
lifetime fitness correlates of natal dispersal distance in a colonial bird,colonization; colony size; lifetime fitness; natal dispersal distance; survival,JOURNAL OF ANIMAL ECOLOGY,SERRANO D;TELLA JL,"1. obtaining empirical evidence of the consequences of dispersal distance on fitness is challenging in wild animals because long-term, unbiased data on reproduction, survival and movement are notoriously difficult to obtain. 2. lifetime fitness correlates of natal dispersal distance were studied in an isolated population of the facultatively colonial lesser kestrel falco naumanni (fleischer) monitored during 8 years at north-eastern spain, where most birds (83%) dispersed from their natal colony to settle at distances ranging from 112 m to 136.5 km. 3. neither annual breeding success nor age at recruitment was affected by natal dispersal distance. however, a capture-mark-recapture analysis revealed that survival during the year following recruitment decreased exponentially with dispersal distance, with differences of up to 15% between philopatrics and long-distance dispersers. in subsequent years, it remained similar irrespective of the natal dispersal distance moved. these results did not seem to be biased by long-distance dispersers settling differentially in the periphery of the population (which could emigrate permanently and be considered dead in future occasions) or within-individual consistency in successive dispersal distances, so our results appear to reflect genuine survival differences between dispersal tactics. 4. average lifetime fledgling production, average lifetime recruitment success and rate-sensitive individual fitness (kind) also decreased with the distance from the natal to the first-breeding colony, indicating that dispersal decisions early in life affecting immediate survival prospects may translate into long-term fitness costs. 5. both survival and lifetime fitness models including continuous dispersal distances significantly improved the characterization of the effect on fitness compared with models considering dispersal as a discrete process (i.e. dispersal vs. philopatry at a colony level). 6. long-distance dispersers were more likely to establish new colonies regardless of whether they recruited in the centre or the periphery of the population, revealing their important role in the colonization of unoccupied patches. individuals experienced a higher probability of mortality in small and newly funded colonies, so lifetime fitness costs of dispersal seem to be explained by recruitment in sites where average quality is low because of high uncertainty in survival prospects."
a meta-analysis of the traits affecting dispersal ability in butterflies: can wingspan be used as a proxy?,body size; dispersal ability in butterflies; phylogenetic generalized least squares (pgls); species-specific traits; wingspan as a proxy,JOURNAL OF ANIMAL ECOLOGY,SEKAR S,"1. dispersal ability of a species is a key ecological characteristic, affecting a range of processes from adaptation, community dynamics and genetic structure, to distribution and range size. it is determined by both intrinsic species traits and extrinsic landscape-related properties. 2. using butterflies as a model system, the following questions were addressed: (i) given similar extrinsic factors, which intrinsic species trait(s) explain dispersal ability? (ii) can one of these traits be used as a proxy for dispersal ability? (iii) the effect of interactions between the traits, and phylogenetic relatedness, on dispersal ability. 3. four data sets, using different measures of dispersal, were compiled from published literature. the first data set uses mean dispersal distances from capture-mark-recapture studies, and the other three use mobility indices. data for six traits that can potentially affect dispersal ability were collected: wingspan, larval host plant specificity, adult habitat specificity, mate location strategy, voltinism and flight period duration. each data set was subjected to both unifactorial, and multifactorial, phylogenetically controlled analyses. 4. among the factors considered, wingspan was the most important determinant of dispersal ability, although the predictive powers of regression models were low. voltinism and flight period duration also affect dispersal ability, especially in case of temperate species. interactions between the factors did not affect dispersal ability, and phylogenetic relatedness was significant in one data set. 5. while using wingspan as the only proxy for dispersal ability maybe problematic, it is usually the only easily accessible species-specific trait for a large number of species. it can thus be a satisfactory proxy when carefully interpreted, especially for analyses involving many species from all across the world."
estimation of tag shedding and reporting rates for lake erie jaw-tagged walleyes,NA,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,VANDERGOOT CS;BRENDEN TO;THOMAS MV;EINHOUSE DW;COOK HA;TURNER MW,"since 1990, walleyes sander vitreus in lake erie have been tagged annually with jaw tags to better understand the population dynamics and ecological characteristics of individual spawning populations. although the data collected from this tagging program have been used for a variety of management purposes (e.g., estimating migration patterns, stock intermixing, and mortality rates), there has been only cursory examination of the shedding and reporting rates associated with the program. we used double tagging and high-reward tagging experiments to estimate tag shedding and reporting rates for jaw-tagged walleyes in lake erie. double tagging of walleyes with jaw and passive integrated transponder (pit) tags suggested that the tagging method and tagging agency contributed to the observed variability in both immediate (within 21 d of tagging) retention and chronic jaw tag shedding rates. agency-specific model-averaged estimates of immediate tag retention ranged from 95% to 99%. for chronic shedding, model-averaged instantaneous rates (annual) ranged from 0.07 to 0.28. jaw tag reporting rates, estimated via releases of high-reward tags in 1990 and 2000, varied among tagging years, tagging basins, and commercial and recreational fisheries. in general, tag reporting rates were higher for the recreational fishery (range, 33-55%) than for the commercial fishery (10-17%), and the reporting rates for both fisheries and tagging basins were found to have declined between 1990 and 2000. uncertainty in the tag reporting rates was greater for the recreational fishery than for the commercial fishery. our findings will benefit management of the economically important lake erie walleye fisheries by providing managers with robust tag shedding and reporting rate estimates, providing more reliable estimates of important dynamic rates (e.g., fishing and natural mortality) by correcting the long-term jaw tagging data set for these previously unaccounted for biases."
the relationship between age-0 walleye density and adult year-class strength across northern wisconsin,NA,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,HANSEN JF;FAYRAM AH;HENNESSY JM,"walleyes sander vitreus are an important cultural and economic resource in northern wisconsin, both as a recreational fishery and a tribal subsistence fishery. understanding the recruitment of age-0 walleyes to the adult population could be of great utility in effectively managing harvest and informing stocking efforts in this mixed-use fishery. our objective was to determine the relationship between abundance of age-0 walleyes in the fall and the subsequent adult year-class 4 years later and to explain additional residual variation related to environmental variables. since 1986, fall electrofishing surveys have been conducted to estimate the densities of age-0 walleyes and spring mark-recapture surveys to estimate spawning adult walleyes. we fit a gamma stock-recruitment curve to a data set of 104 paired surveys (age-0 survey with adult survey conducted 4 years later) on 58 lakes and attempted to explain residual variation related to additional environmental variables. our analysis suggests that the maximum number of age-4 fish (3.36/ha) is not produced by the maximum number of age-0 fish but by a somewhat intermediate density (243/ha) and that this relationship varies with the complexity of the shoreline. this density-dependent relationship should help managers refine models forecasting walleye abundance, as well as optimize stocking rates."
the demographic drivers of local population dynamics in two rare migratory birds,bayesian; correlation; demography; integrated population model; jynx torquilla; upupa epops,OECOLOGIA,SCHAUB M;REICHLIN TS;ABADI F;KERY M;JENNI L;ARLETTAZ R,"the exchange of individuals among populations can have strong effects on the dynamics and persistence of a given population. yet, estimation of immigration rates remains one of the greatest challenges for animal demographers. little empirical knowledge exists about the effects of immigration on population dynamics. new integrated population models fitted using bayesian methods enable simultaneous estimation of fecundity, survival and immigration, as well as the growth rate of a population of interest. we applied this novel analytical framework to the demography of two populations of long-distance migratory birds, hoopoe upupa epops and wryneck jynx torquilla, in a study area in south-western switzerland. during 2002-2010, the hoopoe population increased annually by 11%, while the wryneck population remained fairly stable. apparent juvenile and adult survival probability was nearly identical in both species, but fecundity and immigration were slightly higher in the hoopoe. hoopoe population growth rate was strongly correlated with juvenile survival, fecundity and immigration, while that of wrynecks strongly correlated only with immigration. this indicates that demographic components impacting the arrival of new individuals into the populations were more important for their dynamics than demographic components affecting the loss of individuals. the finding that immigration plays a crucial role in the population growth rates of these two rare species emphasizes the need for a broad rather than local perspective for population studies, and the development of wide-scale conservation actions."
inverse link between density and dispersal distance in butterflies: field evidence from six co-occurring species,animal movement; dispersal; landscape occupancy; lepidoptera; nymphalidae; population density,POPULATION ECOLOGY,KONVICKA M;ZIMMERMANN K;KLIMOVA M;HULA V;FRIC Z,"a pertinent question in animal population ecology is the relationship between population abundance, density, and mobility. two extreme ways to reach sufficient abundance for long-term persistence are to inhabit restricted locations at high densities, or large areas in low densities. the former case predicts low individual mobility, whereas the later predicts high one. this assumption is rarely tested using across-species comparisons, due to scarcity of data on both mobility and population sizes for multiple species. we used data on dispersal and local population densities of six butterfly species gained by mark-recapture, and data on their (relative) regional abundance obtained by walking transects in a landscape surrounding the mark-recapture sites. we correlated both local density and regional abundance against slopes of the inverse power function, appropriate for describing the shape of dispersal kernel. local densities correlated negatively with the dispersal kernel slopes both when sexes were treated as independent data points and if treated together. for regional abundance, the correlation was also negative but only marginally significant. our results corroborate the notion that a trade-off exists between living in dense populations and having poor dispersal, and vice versa. we link this observation to resource use by individual species, and distribution of such resources as host plants in the study landscape."
"changes in population abundance, reproduction and habitat use of the rice-field rat, rattus argentiventer, in relation to rice-crop growth stage in a lowland rice agroecosystem in vietnam",breeding female; female rat; movement; rice cover,WILDLIFE RESEARCH,MYPHUNG NT;BROWN PR;LEUNG LKP,"context. rice-field rodent pests cause substantial economic losses in asia. in vietnam, the rice-field rat (rattus argentiventer) causes 5-10% annual pre-harvest loss in rice yield. a sound ecological knowledge of this species would be useful for developing strategies for managing this pest. aims. we tested the hypotheses that there would be changes in the population abundance, breeding performance and habitat use of r. argentiventer in response to rice-crop growth stage. methods. capture-mark-recapture and kill trapping and spool-and-line tracking were used to assess population abundance, breeding and habitat use in different rice-bank habitats, at 3-5-week intervals, through a 2-month flooding period and a rice cropping season. the study was conducted between october 2008 and april 2009 in an giang province in the mekong delta, vietnam. key results. the population abundance of r. argentiventer was significantly related to rice-crop growth stage and rice-bank habitat. more rats were captured after harvest (p < 0.001) and more were captured in the large and medium-sized banks (p < 0.05). the breeding performance of adult females responded to rice-crop growth stage (p = 0.006). when rice cover was sparse, adult females were located in the burrows during the day, whereas when the cover became abundant, adult females remained in the fields during both the day and at night time. after harvest, rats returned to utilise burrows along rice-field banks. conclusions and implications. (1) rat control activities should be conducted prior to the seedling stage of the rice crop, before the onset of breeding and when vegetative cover is sparse, allowing the animals to be targeted in their burrows; and (2) vegetation on the rice-field banks should be cut to <10 cm to limit the availability of suitable nesting habitat in large and medium-sized banks."
can citizen science monitor whale-shark aggregations? investigating bias in mark-recapture modelling using identification photographs sourced from the public,abundance; flickr; photo-identification; online database; resight; survival; threatened species; youtube,WILDLIFE RESEARCH,DAVIES TK;STEVENS G;MEEKAN MG;STRUVE J;ROWCLIFFE JM,"context. the conservation status of the whale shark, rhincodon typus, remains uncertain. throughout their range, whale sharks are a focus for wildlife tourism and many identification photographs taken by tourists have become available online, presenting a potentially valuable source of data for monitoring populations using mark-recapture techniques. however, the suitability of these photographs for mark-recapture models has yet to be investigated. aims. we explore the suitability of identification-photographs available from online databases to produce assessments of life-history parameters and conservation status of whale sharks in the maldives. methods. to test the validity of using publically sourced images, we used photo-identification images collected from both experienced researchers and tourists between 2003 and 2008 to construct two databases. images taken by tourists were compiled from online databases. researcher and public databases were analysed separately and the results of mark-recapture models then compared. key results. the dataset constructed from online public databases did not violate the assumptions of mark-recapture modelling. estimates of parameters and abundance obtained from models using these data were similar to those produced using data provided by experienced researchers. conclusions. publically sourced data allowed for the accurate estimation of abundance of whale sharks. these estimates were not confounded by the suitability of photographs, probably because of the high encounter rate in the aggregation, the high residency rate of sharks and the retrospective nature of photo-identification, which limited heterogeneity in capture probability between marked and unmarked sharks. implications. our findings support the use of publically sourced data for use in mark-recapture studies of whale sharks, at least in situations where sharks are resident to the location. this approach will be useful in regions where data collected by tourists are available online, and research funding is limited."
estimation of population density by spatially explicit capture-recapture analysis of data from area searches,area search; bayesian analysis; data augmentation; flat-tailed horned lizard; maximum likelihood; polygons; population density; spatially explicit capture-recapture; transects,ECOLOGY,EFFORD MG,"the recent development of capture-recapture methods for estimating animal population density has focused on passive detection using devices such as traps or automatic cameras. some species lend themselves more to active searching: a polygonal plot may be searched repeatedly and the locations of detected individuals recorded, or a plot may be searched just once and multiple cues (feces or other sign) identified as belonging to particular individuals. this report presents new likelihood-based spatially explicit capture-recapture (secr) methods for such data. the methods are shown to be at least as robust in simulations as an equivalent bayesian analysis, and to have negligible bias and near-nominal confidence interval coverage with parameter values from a lizard data set. it is recommended on the basis of simulation that plots for secr should be at least as large as the home range of the target species. the r package ""secr"" may be used to fit the models. the likelihood-based implementation extends the spatially explicit analyses available for search data to include binary data (animal detected or not detected on each occasion) or count data (multiple detections per occasion) from multiple irregular polygons, with or without dependence among polygons. it is also shown how the method may be adapted for detections along a linear transect."
modelling the local spread of invasive plants: importance of including spatial distribution and detectability in management plans,detectability; grassland; herbicide; invasive species control; lespedeza cuneata; plant spatial distribution; spatially explicit simulation model,JOURNAL OF APPLIED ECOLOGY,EMRY DJ;ALEXANDER HM;TOURTELLOT MK,"1. the success of locally applied treatments for exotic weed control depends on the effectiveness of the method used and workers' abilities to find plants within infested sites. detectability of exotic plants, however, depends on aspects of a plant's spatial distribution such as the number and size of patches. we lack an explicit examination of how incomplete detection affects the spread of exotic weeds under a range of realistic field conditions. 2. we developed a model of spatial spread of the exotic plant, lespedeza cuneata, based on 3 years of data in a kansas, usa, grassland. we then expanded and generalized the model to study how treatment intensity, spatial distribution of stems and detectability influenced control efforts. 3. when left untreated, occupancy and abundance were higher with randomly distributed infestations than with patchy distributions. control treatments slowed spread, but only the most intense treatments reduced occupancy and abundance. 4. the greatest spread occurred when low detectability was accompanied with low treatment intensity because many small patches were not treated; this phenomenon was particularly common with random spatial distributions that initially lacked large, easily detectable patches. in contrast, high treatment intensity led to similarly slow spread for both spatial patterns and a range of detectability functions. 5. synthesis and applications. we developed a model to simultaneously manipulate the spatial distribution of the invading plant, the intensity of control methods used to manage the population and the detectability of occupied areas at a site; different combinations of these three factors led to very different rates of exotic spread. managers will reasonably try to implement intensive weed control. however, poor timing of treatments, for example, could lead to variation in treatment effectiveness. to maximize success, managers should explicitly consider detectability, especially where small patches are scattered throughout a site. to quantify the probability of detection, managers could perform multiple observer surveys; such information could help to determine the effort needed for effective control. creating weed maps may increase the detection of existing patches from year to year, but workers would still need to search the entire site for new or previously undetected patches."
"adelie penguin survival: age structure, temporal variability and environmental influences",survival; mark-recapture; mark; environmental influences; antarctica,OECOLOGIA,EMMERSON L;SOUTHWELL C,"the driving factors of survival, a key demographic process, have been particularly challenging to study, especially for winter migratory species such as the ad,lie penguin (pygoscelis adeliae). while winter environmental conditions clearly influence antarctic seabird survival, it has been unclear to which environmental features they are most likely to respond. here, we examine the influence of environmental fluctuations, broad climatic conditions and the success of the breeding season prior to winter on annual survival of an ad,lie penguin population using mark-recapture models based on penguin tag and resight data over a 16-year period. this analysis required an extension to the basic cormack-jolly-seber model by incorporating age structure in recapture and survival sub-models. by including model covariates, we show that survival of older penguins is primarily related to the amount and concentration of ice present in their winter foraging grounds. in contrast, fledgling and yearling survival depended on other factors in addition to the physical marine environment and outcomes of the previous breeding season, but we were unable to determine what these were. the relationship between sea-ice and survival differed with penguin age: extensive ice during the return journey to breeding colonies was detrimental to survival for the younger penguins, whereas either too little or too much ice (between 15 and 80% cover) in the winter foraging grounds was detrimental for adults. our results demonstrate that predictions of ad,lie penguin survival can be improved by taking into account penguin age, prior breeding conditions and environmental features."
"effects of prescribed fire, supplemental feeding, and mammalian predator exclusion on hispid cotton rat populations",demography; longleaf pine; multistate capture-mark-recapture models; population-level response to fire; sigmodon hispidus,OECOLOGIA,MORRIS G;HOSTETLER JA;CONNER LM;OLI MK,"predation and food resources can strongly affect small mammal population dynamics directly by altering vital rates or indirectly by influencing behaviors. fire may also strongly influence population dynamics of species inhabiting fire-adapted habitats because fire can alter food and cover availability. we used capture-mark-recapture and radio-telemetry studies to experimentally examine how supplemental feeding, mammalian predator exclusion, and prescribed fire affected survival, abundance, and reproduction of hispid cotton rats (sigmodon hispidus) in southwestern georgia, usa. prescribed fire reduced survival, abundance, and rates of transitions to reproductive states. food supplementation increased survival, transitions to reproductive states, and abundance, but was not sufficient to prevent post-fire declines in any of these parameters. mammalian predator exclusion did not strongly affect any of the considered parameters. our results show that fire strongly influenced cotton rat populations in our study site, primarily by reducing cover and increasing predation risk from non-mammalian predators."
population genetic structure and natal philopatry in the widespread north american bat myotis lucifugus,dispersal; philopatry; roost ecology; white-nose syndrome,JOURNAL OF MAMMALOGY,DIXON MD,"molecular genetics tools have been used recently to investigate aspects of bat biology, including the degree of male- and female-driven gene flow among populations. however, none of this work has focused on the little brown bat (myotis lucifugus), one of the most common bats in north america. previous work using mark-recapture suggests that like many mammals, including other temperate vespertilionid bats, gene flow in this species is largely driven by males, whereas females return to the roosts in which they were born to rear pups. to determine if this species displays a pattern of population genetic structure that is consistent with this hypothesis i sampled 182 female m. lucifugus at 12 maternity colonies throughout minnesota. using a portion of the mitochondrial gene cytochrome b and 10 polymorphic nuclear microsatellites, i found significant structure among colonies, and population differentiation was slightly higher for the mitochondrial locus. this supports the hypothesis that female m. lucifugus display some degree of natal philopatry, but the inferred female dispersal rate was high. the pattern of structure was complex and demonstrates that unequal gene flow among maternity colonies is occurring and that the co-occurrence of breeding populations within maternity colonies and/or inbreeding could be confounding estimates of population genetic structure among these colonies. the patterns of population genetic structure and natal philopatry imply that both seasonal migration and dispersal by females should be considered as possible factors in the spread of emerging infectious diseases such as white-nose syndrome."
the spatial scale of competition from recruits on an older cohort in atlantic salmon,age structure; density dependence; exploitative; interactive; inter-cohort competition,OECOLOGIA,EINUM S;NISLOW KH;MCKELVEY S;ARMSTRONG JD,"competitive effects of younger cohorts on older ones are frequently assumed to be negligible in species where older, larger individuals dominate in pairwise behavioural interactions. here, we provide field estimates of such competition by recruits on an older age class in atlantic salmon (salmo salar), a species where observational studies have documented strong body size advantages which should favour older individuals in direct interactions. by creating realistic levels of spatial variation in the density of underyearling (yoy) recruits over a 1-km stretch of a stream, and obtaining accurate measurements of individual growth rates of overyearlings (parr) from capture-mark-recapture data on a fine spatial scale, we demonstrate that high yoy density can substantially decrease parr growth. models integrating multiple spatial scales indicated that parr were influenced by yoy density within 16 m. the preferred model suggested parr daily mass increase to be reduced by 39% when increasing yoy density from 0.0 to 1.0 m(-2), which is well within the range of naturally occurring densities. reduced juvenile growth rates will in general be expected to reduce juvenile survival (via increased length of exposure to freshwater mortality) and increase generation times (via increased age at seaward migrations). thus, increased recruitment can significantly affect the performance of older cohorts, with important implications for population dynamics. our results highlight that, even for the wide range of organisms that rely on defendable resources, the direction of competition among age classes cannot be assumed a priori or be inferred from behavioural observations alone."
evidence of metapopulation dynamics in shortnose sturgeon in the southern part of their range,NA,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,PETERSON DL;FARRAE DJ,"the shortnose sturgeon acipenser brevirostrum is one of the most endangered members of the sturgeon family because of overexploitation, depressed population levels, and a shrinking range. the lack of historical data on shortnose sturgeon populations has led to an increase in sturgeon research over the last three decades; however, most recent studies have not focused on southern populations. the objective of this study was to estimate the abundance, annual survival, and temporary emigration rates of shortnose sturgeon in the ogeechee river, georgia. shortnose sturgeon were captured with gill and trammel nets for a mark-recapture analysis from 1 june to 31 august in each of the 3 years from 2007 to 2009. over the three summers of sampling, we conducted a total of 864 net sets and captured 168 individual shortnose sturgeon with an additional 51 recaptures. our analysis revealed that the best-fitting robust design population models incorporated interactions among water temperature, dissolved oxygen, and total effort in which capture and recapture probabilities were set equal and temporary emigration parameters were set to zero or held constant. abundance estimates (95% confidence interval [ci]) were 404 (175-633), 264 (126-402), and 203 (32-446) individual sturgeon for 2007, 2008, and 2009, respectively. population parameter estimates of annual survival and temporary emigration, combined with documented emigration and immigration of tagged individuals to and from the adjacent altamaha river, provided evidence that the ogeechee river stock is not discrete but possibly a metapopulation with the altamaha river."
method for estimating detection probabilities of nonmigrant tagged fish: applications for quantifying residualization rates,NA,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,MELNYCHUK MC;HAUSCH SJ,"detection probabilities are commonly accounted for in spatial mark-recapture studies to estimate quantities of biological interest such as survival, movement, or abundance, but they generally require large numbers of tagged animals to be detected. in some studies, few tagged animals are present at a particular time; the ability to estimate detection probability despite small sample sizes during some time periods would greatly improve inferences of ecologically relevant attributes. we developed a method for estimating time-varying detection probabilities of tagged fish at acoustic or radio receiver stations during periods in which few tagged fish are present and mark-recapture methods are thus prohibitive. we quantified how an index of detection probability varies with an environmental covariate, and then calibrated this index against mark-recapture detection probability estimates derived from detection data collected when tagged fish were abundant. with a known time series of the environmental covariate, the method generates a time series of predicted detection probabilities for each receiver station in a study. we apply the method to a case study involving steelhead oncorhynchus mykiss smolts tagged with acoustic transmitters to estimate the proportion of tagged fish residualizing in a river (i.e., remaining in freshwater instead of migrating seaward). despite few detections of tagged fish in the months after the primary downstream migration period, we were able to estimate a residualization rate of 5% (95% confidence interval, 3-12%), which is comparable to residualization rate estimates from studies employing sampling methods that do not allow the survival and movement patterns of tagged fish to also be quantified. this method can be used in conjunction with mark-recapture survival estimation methods to better isolate probabilities of residualization and survival, which are otherwise confounded."
