origin;tags;title;keywords;journal;authors;abstract
ecological;SCR, bioacoustic;counting chirps: acoustic monitoring of cryptic frogs;"acoustic array; acoustic spatially explicit capture-recapture; anurans; call density; non-invasive sampling; population monitoring; sensor networks; signal strength; time of arrival; triangulation";JOURNAL OF APPLIED ECOLOGY;"MEASEY GJ;STEVENSON BC;SCOTT T;ALTWEGG R;BORCHERS DL";1. global amphibian declines have resulted in a vital need for monitoring programmes that follow population trends. monitoring using advertisement calls is ideal as choruses are undisturbed during data collection. however, methods currently employed by managers frequently rely on trained observers and/or do not provide density data on which to base trends. 2. this study explores the utility of monitoring using acoustic spatially explicit capture-recapture (ascr) with time of arrival (toa) and signal strength (ss) as a quantitative monitoring technique to measure call density of a threatened but visually cryptic anuran, the cape peninsula moss frog arthroleptella lightfooti. 3. the relationships between temporal and climatic variables (date, rainfall, temperature) and a. lightfooti call density at three study sites on the cape peninsula, south africa, were examined. acoustic data, collected from an array of six microphones over 4 months during the winter breeding season, provided a time series of call density estimates. 4. model selection indicated that call density was primarily associated with seasonality fitted as a quadratic function. call density peaked mid-breeding season. at the main study site, the lowest recorded mean call density (0.160 calls m(-2) min(-1)) occurred in may and reached its peak mid-july (1.259 calls m(-2) min(-1)). the sites differed in call density, but also the effective sampling area. 5. synthesis and applications. the monitoring technique, acoustic spatially explicit capture-recapture (ascr), quantitatively estimates call density of calling animals without disturbing them or their environment. in addition, time of arrival (toa) and signal strength (ss) data significantly add to the accuracy of call localization, which in turn increases precision of call density estimates without the need for specialist field staff. this technique appears ideally suited to aid the monitoring of visually cryptic, acoustically active species.
ecological;Camera trapping;a novel method to improve individual animal identification based on camera-trapping data;"adjusted rand index; animal natural marks; bobcat; camera-trapping; individual identification; jasper ridge biological preserve; lynx rufus";JOURNAL OF WILDLIFE MANAGEMENT;"MENDOZA E;MARTINEAU PR;BRENNER E;DIRZO R";we present a novel method to improve individual identification of animals based on camera-trapping data. the method combines computer tools and human visual recognition to help multiple users to reach identification agreement. application of this method to a bobcat (lynx rufus) picture database from the jasper ridge biological preserve resulted in a progressive increase in identification agreement between 2 users, as measured by the adjusted rand index (ari). an initial ari value of 0.28 increased to a final value of 0.84 (1 maximum agreement). in contrast, comparisons involving random picture groupings consistently rendered low ari values (<= 0.05). the numbers of individuals named by the 2 users decreased from initial values of 46 and 43 to final values of 25 and 29, respectively. the tool presented here will help researchers and wildlife managers to identify individual mammals and monitor populations. (c) 2011 the wildlife society.
ecological;REM, camera-trapping;estimating animal density without individual recognition using information derivable exclusively from camera traps;"animal movement; camera trap; density estimation; distance sampling; individual recognition; population monitoring; random encounter model; rest model; trapping rate; ungulates";JOURNAL OF APPLIED ECOLOGY;"NAKASHIMA Y;FUKASAWA K;SAMEJIMA H";1. efficient and reliable methods for estimating animal density are essential to wildlife conservation and management. camera trapping is an increasingly popular tool in this area of wildlife research, with further potential arising from technological improvements, such as video-recording functions that allow for behavioural observation of animals. this information may be useful in the estimation of animal density, even without individual recognition. although several models applicable to species lacking individual markings (i.e. unmarked populations) have been developed, a methodology incorporating behavioural information from videos has not yet been established. 2. we developed a likelihood-based model: the random encounter and staying time (rest) model. it is an extension of the random encounter model by rowcliffe et al. (j appl ecol 45: 1228, 2008). the rest model describes the relationship among staying time, trapping rate, and density, which is estimable using a frequentist or bayesian approach. we tested the reliability and feasibility of the rest model using monte carlo simulations. we also applied the approach in the african rainforest and compared the results with those of a line-transect survey. 3. the simulations showed that the rest model provided unbiased estimates of animal density. even when animal movement speeds varied among individuals, and when animals travelled in pairs, the model provided unbiased density estimates. however, the rest model was vulnerable to unsynchronized activity patterns among individuals. moreover, it is necessary to use a camera model with a fast and reliable infrared sensor and to set the camera trap's parameters appropriately (i.e. video length, delay period). the field survey showed that the staying time of two ungulate species in the african rainforest exhibited good fit with a temporal parametric distribution, and the rest model provided density estimates consistent with those of a line-transect survey. 4. synthesis and applications. the random encounter and staying time model provides better efficiency and higher feasibility than the random encounter model in estimating animal density without individual recognition. careful application of the random encounter and staying time model provides the potential to estimate density of many ground-dwelling vertebrates lacking individually recognizable markings, and thus should be an effective method for population monitoring.
ecological;N-mixture, heterogeneity, covariates;partitioning detectability components in populations subject to within-season temporary emigration using binomial mixture models;NA;PLOS ONE;"O DONNELL KM;THOMPSON FR;SEMLITSCH RD";"detectability of individual animals is highly variable and nearly always < 1; imperfect detection must be accounted for to reliably estimate population sizes and trends. hierarchical models can simultaneously estimate abundance and effective detection probability, but there are several different mechanisms that cause variation in detectability. neglecting temporary emigration can lead to biased population estimates because availability and conditional detection probability are confounded. in this study, we extend previous hierarchical binomial mixture models to account for multiple sources of variation in detectability. the state process of the hierarchical model describes ecological mechanisms that generate spatial and temporal patterns in abundance, while the observation model accounts for the imperfect nature of counting individuals due to temporary emigration and false absences. we illustrate our model's potential advantages, including the allowance of temporary emigration between sampling periods, with a case study of southern red-backed salamanders plethodon serratus. we fit our model and a standard binomial mixture model to counts of terrestrial salamanders surveyed at 40 sites during 3-5 surveys each spring and fall 2010-2012. our models generated similar parameter estimates to standard binomial mixture models. aspect was the best predictor of salamander abundance in our case study; abundance increased as aspect became more northeasterly. increased time-since-rainfall strongly decreased salamander surface activity (i.e. availability for sampling), while higher amounts of woody cover objects and rocks increased conditional detection probability (i.e. probability of capture, given an animal is exposed to sampling). by explicitly accounting for both components of detectability, we increased congruence between our statistical modeling and our ecological understanding of the system. we stress the importance of choosing survey locations and protocols that maximize species availability and conditional detection probability to increase population parameter estimate reliability."
ecological;mark-resighting, data combination, telemetry;camera traps and mark-resight models: the value of ancillary data for evaluating assumptions;"ancillary data; camera traps; detection bias; mark-resight; population estimation; procyon lotor; raccoon";JOURNAL OF WILDLIFE MANAGEMENT;"PARSONS AW;SIMONS TR;POLLOCK KH;STOSKOPF MK;STOCKING JJ;O CONNELL AF";"unbiased estimators of abundance and density are fundamental to the study of animal ecology and critical for making sound management decisions. capture-recapture models are generally considered the most robust approach for estimating these parameters but rely on a number of assumptions that are often violated but rarely validated. mark-resight models, a form of capture-recapture, are well suited for use with noninvasive sampling methods and allow for a number of assumptions to be relaxed. we used ancillary data from continuous video and radio telemetry to evaluate the assumptions of mark-resight models for abundance estimation on a barrier island raccoon (procyon lotor) population using camera traps. our island study site was geographically closed, allowing us to estimate real survival and in situ recruitment in addition to population size. we found several sources of bias due to heterogeneity of capture probabilities in our study, including camera placement, animal movement, island physiography, and animal behavior. almost all sources of heterogeneity could be accounted for using the sophisticated mark-resight models developed by mcclintock et al. (2009b) and this model generated estimates similar to a spatially explicit mark-resight model previously developed for this population during our study. spatially explicit capture-recapture models have become an important tool in ecology and confer a number of advantages; however, non-spatial models that account for inherent individual heterogeneity may perform nearly as well, especially where immigration and emigration are limited. non-spatial models are computationally less demanding, do not make implicit assumptions related to the isotropy of home ranges, and can provide insights with respect to the biological traits of the local population. (c) 2015 the wildlife society."
ecological;SCR, assumptions;simulation-based validation of spatial capture-recapture models: a case study using mountain lions;NA;PLOS ONE;"PATERSON JT;PROFFITT K;JIMENEZ B;ROTELLA J;GARROTT R";spatial capture-recapture (scr) models have improved the ability to estimate densities of rare and elusive animals. however, scr models have seldom been validated even as model formulations diversify and expand to incorporate new sampling methods and/or additional sources of information on model parameters. information on the relationship between encounter probabilities, sources of additional information, and the reliability of density estimates, is rare but crucial to assessing reliability of scr-based estimates. we used a simulation-based approach that incorporated prior empirical work to assess the accuracy and precision of density estimates from scr models using spatially unstructured sampling. to assess the consequences of sparse data and potential sources of bias, we simulated data under six scenarios corresponding to three different levels of search effort and two levels of correlation between search effort and animal density. we then estimated density for each scenario using four models that included increasing amounts of information from harvested individuals and telemetry to evaluate the impact of additional sources of information. model results were sensitive to the quantity of available information: density estimates based on low search effort were biased high and imprecise, whereas estimates based on high search effort were unbiased and precise. a correlation between search effort and animal density resulted in a positive bias in density estimates, though the bias decreased with increasingly informative datasets. adding information from harvested individuals and telemetered individuals improved density estimates based on low and moderate effort but had negligible impact for datasets resulting from high effort. we demonstrated that density estimates from scr models using spatially unstructured sampling are reliable when sufficient information is provided. accurate density estimates can result if empirical-based simulations such as those presented here are used to develop study designs with appropriate amounts of effort and information sources.
ecological;IPM, dispersal;studying dispersal at the landscape scale: efficient combination of population surveys and capture-recapture data;"black-headed gull; capture-recapture; central france; chroicocephalus ridibundus; colony size; e-surge; kalman filter; larus spp.; leslie matrix; metapopulation; spatially structured population";ECOLOGY;"PERON G;CROCHET PA;DOHERTY PF;LEBRETON JD";researchers often rely on capture-mark-recapture (cmr) data to study animal dispersal in the wild. yet their spatial coverage often does not encompass the entire dispersal range of the study individuals, sometimes producing misleading results. information contained in population surveys and variation in population spatial structure can be used to overcome this issue. we build an integrated model in a multisite context in which cmr data are only collected at a subset of sites, but numbers of breeding pairs are counted at all sites. in a black-headed gull chroicocephalus ridibundus population, the integrated-modeling approach induces an increase in precision for the demographic parameters of interest (variances, on average, were decreased by 20%) and provides a more precise extrapolation of results from the cmr data to the whole population. patterns of condition-dependent dispersal are therefore made easier to detect, and we obtain evidence for colony-size dependence in recruitment, dispersal, and breeding success. these results suggest that first-time breeders disperse to small colonies in order to recruit earlier. the exchange of experienced breeders between colonies appears as a main determinant of the observed variation in colony sizes.
ecological;covariates, random effects, spatial;nonparametric spatial regression of survival probability: visualization of population sinks in eurasian woodcock;"bayesian state-space modeling; bivariate radial spline; capture-mark-recapture; capturerecovery; eurasian woodcock; generalized additive models (gam); hunting management; leslie matrix; population growth rate; scolopax rusticola; smooth function; sustainability of wildlife exploitation";ECOLOGY;"PERON G;FERRAND Y;GOSSMANN F;BASTAT C;GUENEZAN M;GIMENEZ O";both evolutionary ecologists and wildlife managers make inference based on how fitness and demography vary in space. spatial variation in survival can be difficult to assess in the wild because (1) multisite study designs are not well suited to populations that are continuously distributed across a large area and (2) available statistical models accounting for detectability less than 1.0 do not easily cope with geographical coordinates. here we use penalized splines within a bayesian state-space modeling framework to estimate and visualize survival probability in two dimensions. the approach is flexible in that no parametric form for the relationship between survival and coordinates need be specified a priori. to illustrate our method, we study a game species, the eurasian woodcock scolopax rusticola, based on band recovery data (5000 individuals) collected over a >50 000-km(2) area in west-central france with contrasted habitats and hunting pressures. we find that spatial variation in survival probability matches an index of hunting pressure and creates a mosaic of population sources and sinks. such analyses could provide guidance concerning the spatial management of hunting intensity or could be used to identify pathways of spatial variation in fitness, for example, to study adaptation to changing landscape and climate.
ecological;IPM, multispecies;integrated modeling of communities: parasitism, competition, and demographic synchrony in sympatric ducks;"breeding success; canvasback aythya vaselineria; capture-mark-recapture; competition; density regulation; functional redundancy; neutral theory; niche theory; parasitism; redhead aythya americana; survival; waterfowl breeding population and habitat survey";ECOLOGY;"PERON G;KOONS DN";functionally similar species often co-occur within an ecosystem, and they can compete for or facilitate each other's access to resources. the coupled dynamics of such species play an important role in shaping biodiversity and an ecosystem's resilience to perturbations. here we study two congeneric north american ducks: redhead aythya americana and canvasback a. vaselineria. both are largely sympatric during the breeding season, and in addition to competition, facultative parasitic egg-laying can lead to interspecific density dependence. using multi-population integrated models, we combined capture-recovery data, population surveys, and age ratio data in order to simultaneously estimate the mechanistic drivers of fecundity, survival, and population dynamics for both species. canvasback numbers positively affected redhead fecundity, whereas redhead numbers negatively affected canvasback fecundity, as expected due to parasitism. this interaction was modulated by wetland habitat availability in a way that matched the observation that redhead hens parasitize canvasback nests under all conditions but exhibit typical nesting behavior more frequently during years with numerous ponds. once these effects of density and habitat were statistically controlled for, we found high levels of interspecific synchrony in both fecundity and survival (respectively, 75% and 49% of remaining variation). thus, both neutral and non-neutral mechanisms affected the dynamics of these functionally similar species. in this and other systems, our method can be used to test hypotheses about species coexistence and to gain insights into the demographic drivers of community dynamics.
ecological;IPM;integrated population models: powerful methods to embed individual processes in population dynamics models;"data integration for population models special feature; density-dependence; eco-evolutionary feedback; heterogeneity; individual quality; integral projection model; integrated population model; population model; structured population";ECOLOGY;"PLARD F;FAY R;KERY M;COHAS A;SCHAUB M";population dynamics models have long assumed that populations are composed of a restricted number of groups, where individuals in each group have identical demographic rates and where all groups are similarly affected by density-dependent and -independent effects. however, individuals usually vary tremendously in performance and in their sensitivity to environmental conditions or resource limitation, such that individual contributions to population growth will be highly variable. recent efforts to integrate individual processes in population models open up new opportunities for the study of eco-evolutionary processes, such as the density-dependent influence of environmental conditions on the evolution of morphological, behavioral, and life-history traits. we review recent advances that demonstrate how including individual mechanisms in models of population dynamics contributes to a better understanding of the drivers of population dynamics within the framework of integrated population models (ipms). ipms allow for the integration in a single inferential framework of different data types as well as variable population structure including sex, social group, or territory, all of which can be formulated to include individual-level processes. through a series of examples, we first show how ipms can be beneficial for getting more accurate estimates of demographic traits than classic matrix population models by including basic population structure and their influence on population dynamics. second, the integration of individual- and population-level data allows estimating density-dependent effects along with their inherent uncertainty by directly using the population structure and size to feedback on demography. third, we show how ipms can be used to study the influence of the dynamics of continuous individual traits and individual quality on population dynamics. we conclude by discussing the benefits and limitations of ipms for integrating data at different spatial, temporal, and organismal levels to build more mechanistic models of population dynamics.
ecological;Data combination, assumptions, camera-trapping;testing the consistency of wildlife data types before combining them: the case of camera traps and telemetry;"camera trap; capture rate; data consistency; detection probability; fisher; home range; pekania pennanti; sierra nevada; telemetry; wildlife monitoring";ECOLOGY AND EVOLUTION;"POPESCU VD;DE VALPINE P;SWEITZER RA";wildlife data gathered by different monitoring techniques are often combined to estimate animal density. however, methods to check whether different types of data provide consistent information (i.e., can information from one data type be used to predict responses in the other?) before combining them are lacking. we used generalized linear models and generalized linear mixed-effects models to relate camera trap probabilities for marked animals to independent space use from telemetry relocations using 2years of data for fishers (pekania pennanti) as a case study. we evaluated (1) camera trap efficacy by estimating how camera detection probabilities are related to nearby telemetry relocations and (2) whether home range utilization density estimated from telemetry data adequately predicts camera detection probabilities, which would indicate consistency of the two data types. the number of telemetry relocations within 250 and 500m from camera traps predicted detection probability well. for the same number of relocations, females were more likely to be detected during the first year. during the second year, all fishers were more likely to be detected during the fall/winter season. models predicting camera detection probability and photo counts solely from telemetry utilization density had the best or nearly best akaike information criterion (aic), suggesting that telemetry and camera traps provide consistent information on space use. given the same utilization density, males were more likely to be photo-captured due to larger home ranges and higher movement rates. although methods that combine data types (spatially explicit capture-recapture) make simple assumptions about home range shapes, it is reasonable to conclude that in our case, camera trap data do reflect space use in a manner consistent with telemetry data. however, differences between the 2years of data suggest that camera efficacy is not fully consistent across ecological conditions and make the case for integrating other sources of space-use data.
ecological;HMM;modeling trap-awareness and related phenomena in capture-recapture studies;NA;PLOS ONE;"PRADEL R;SANZ AGUILAR A";trap-awareness and related phenomena whereby successive capture events are not independent is a feature of the majority of capture-recapture studies. this phenomenon was up to now difficult to incorporate in open population models and most authors have chosen to neglect it although this may have damaging consequences. focusing on the situation where animals exhibit a trap response at the occasion immediately following one where they have been trapped but revert to their original naive state if they are missed once, we show that trap-dependence is more naturally viewed as a state transition and is amenable to the current models of capture-recapture. this approach has the potential to accommodate lasting or progressively waning trap effects.
ecological;SCR;a spatial capture-recapture model to estimate fish survival and location from linear continuous monitoring arrays;NA;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;"RAABE JK;GARDNER B;HIGHTOWER JE";we developed a spatial capture-recapture model to evaluate survival and activity centres (i.e., mean locations) of tagged individuals detected along a linear array. our spatially explicit version of the cormack-jolly-seber model, analyzed using a bayesian framework, correlates movement between periods and can incorporate environmental or other covariates. we demonstrate the model using 2010 data for anadromous american shad (alosa sapidissima) tagged with passive integrated transponders (pit) at a weir near the mouth of a north carolina river and passively monitored with an upstream array of pit antennas. the river channel constrained migrations, resulting in linear, one-dimensional encounter histories that included both weir captures and antenna detections. individual activity centres in a given time period were a function of the individual's previous estimated location and the river conditions (i.e., gage height). model results indicate high within-river spawning mortality (mean weekly survival = 0.80) and more extensive movements during elevated river conditions. this model is applicable for any linear array (e. g., rivers, shorelines, and corridors), opening new opportunities to study demographic parameters, movement or migration, and habitat use.
ecological;SCR, mark-resighting, presence-absence;estimating population density from presence-absence data using a spatially explicit model;"abundance; bayesian analysis; camera traps; detection; non-detection; mcmc; red fox; spatial model; vulpes vulpes";JOURNAL OF WILDLIFE MANAGEMENT;"RAMSEY DSL;CALEY PA;ROBLEY A";presence-absence (detection/non-detection) data are routinely collected in wildlife studies where identification of individuals is impossible or impractical and where the detection method may be able to detect only the presence of an individual rather than a count (e.g., track or scat surveys). estimating population density from presence-absence data usually is assumed to be difficult or impossible unless certain restrictive assumptions are made or supplementary information is collected. recently, chandler and royle (2013) presented an extension of a spatially explicit capture-recapture model that estimates population density from spatially replicated counts in unmarked populations. we extended the model of chandler and royle (2013) to situations where only presence-absence data can be collected. the model assumes that individuals can be detected at multiple sample units, producing spatially correlated detections. a spatially explicit model of the detection process is then fit to the correlated detection data using bayesian methods. we report on the performance of the model using simulation and illustrate its use with a practical example estimating the abundance and density of red foxes (vulpes vulpes) from remote camera surveys in the grampians national park in southeastern australia. results from simulations suggest the model produces unbiased estimates of density if device spacing is less than the radial length of a typical home range and the number of encounter occasions is high (i.e., at least 10). application of the model to camera detection data from foxes in the grampians national park resulted in an estimated density of 0.22foxes/km(2) (95% ci: 0.16-0.53). for this dataset, precision of the density and detection parameter estimates were increased by the use of an informative prior distribution for the home-range-scale parameter. the current model should apply widely to a range of sampling situations that result in spatially correlated detection/non-detection data such as bait take, scat surveys, tracking stations, and chew cards, to name a few. (c) 2015 the wildlife society.
ecological;survey design;planning for success: identifying effective and efficient survey designs for monitoring;"cost analysis; monte carlo simulation; population trend; sample size; statistical power; study planning";BIOLOGICAL CONSERVATION;"REYNOLDS JH;THOMPSON WL;RUSSELL B";selecting a survey design to detect change through time in an ecological resource requires balancing the speed with which a given level of change can be detected against the cost of monitoring. planning studies allow one to assess these tradeoffs and identify the optimal design choices for a specific scenario of change. however, such studies seldom are conducted. even worse, they seem least likely to be undertaken when they offer the most insight - when survey methods and monitoring designs are complex and not well captured by simple statistical models. this may be due to limited technical capacity within management agencies. without such planning, managers risk a potentially severe waste of monitoring resources on ineffective and inefficient monitoring, and institutions will remain ignorant of the true costs of information and the potential efficiency gains afforded by a moderate increase in technical capacity. we discuss the importance of planning studies, outline their main components, and illustrate the process through an investigation of competing designs for monitoring for declining brown bear (ursus arctos) densities in southwestern alaska. the results provide guidance on how long monitoring must be sustained before any change is likely to be detected (under a scenario of rather strong true decline), the optimal designs for detecting a change, and a tradeoff where accepting a delay of 2 years in detecting the change could reduce the monitoring cost by almost 50%. this report emphasizes the importance of planning studies for guiding monitoring decisions. published by elsevier ltd.
ecological;survey design, SCR;sampling design and analytical advances allow for simultaneous density estimation of seven sympatric carnivore species from camera trap data;"camera trap; spatially explicit models; multispecies; population density; sampling design";BIOLOGICAL CONSERVATION;"RICH LN;MILLER DAW;MUNOZ DJ;ROBINSON HS;MCNUTT JW;KELLY MJ";population density is a fundamental parameter needed to assess wildlife populations but is difficult to obtain given species are often wide-ranging and elusive. photographic capture-recapture techniques do not require direct observations and thus, have become a common approach for estimating wildlife densities. to date, however, these studies have typically focused on single species. our research explores study design- and analytical-based approaches for expanding photographic capture-recapture studies to assess multiple species simultaneously. we developed a hybrid-sampling scheme that varied inter-camera distances and used simulations to test the efficacy of this design versus a systematically spaced grid in estimating densities of species with varied space use. through simulations we found the hybrid design facilitated density estimates for a wider range of species with little or no cost in accuracy for most species. we implemented a hybrid camera design across a 1154-km(2) area in northern botswana to estimate densities of lions, spotted hyenas, leopards, wild dogs, servals, civets, and aardwolves. we estimated densities of these small- to wide-ranging carnivores, where all or some portion of the population was individually identifiable, using spatially explicit capture-recapture and mark-resight models. mean estimates ranged from 1.2 (95% ci = 0.72-1.99) lions to 10.1 (95% ci = 8.69-11.63) spotted hyenas/100 km(2) and provided empirical information needed for the conservation of these species in botswana. our research demonstrates how photographic capture-recapture studies can be expanded to estimate the densities of multiple species versus just a single species within a community, thus increasing the conservation value of this globally implemented approach.
ecological;SCR, survey design;spatial capture-recapture design and modelling for the study of small mammals;NA;PLOS ONE;"ROMAIRONE J;JIMENEZ J;LUQUE LARENA JJ;MOUGEOT F";"spatial capture-recapture modelling (scr) is a powerful analytical tool to estimate density and derive information on space use and behaviour of elusive animals. yet, scr has been seldom applied to the study of ecologically keystone small mammals. here we highlight its potential and requirements with a case study on common voles (microtus arvalis). first, we address mortality associated with live-trapping, which can be high in small mammals, and must be kept minimal. we designed and tested a nest box coupled with a classic sherman trap and show that it allows a 5-fold reduction of mortality in traps. second, we address the need to adjust the trapping grid to the individual home range to maximize spatial recaptures. in may-june 2016, we captured and tagged with transponders 227 voles in a 1.2-ha area during two monthly sessions. using a bayesian scr with a multinomial approach, we estimated: (1) the baseline detection rate and investigated variation according to sex, time or behaviour (aversion/attraction after a previous capture); (2) the parameter sigma that describes how detection probability declines as a function of the distance to an individual's activity centre, and investigated variation according to sex; and (3) density and population sex-ratio. we show that reducing the maximum distance between traps from 12 to 9.6m doubled spatial recaptures and improved model predictions. baseline detection rate increased over time (after overcoming a likely aversion to entering new odourless traps) and was greater for females than males in june. the sigma parameter of males was twice that of females, indicating larger home ranges. density estimates were of 142.92 +/- 38.50 and 168.25 +/- 15.79 voles/ha in may and june, respectively, with 2-3 times more females than males. we highlight the potential and broad applicability that scr offers and provide specific recommendations for using it to study small mammals like voles."
ecological;unmarked;estimating individual survival using territory occupancy data on unmarked animals;"bayesian analysis; capture recapture; common birds census; robust design; state-space models; territory colonization; territory fidelity; winbugs";JOURNAL OF APPLIED ECOLOGY;"ROTH T;AMRHEIN V";p>1. survival estimation forms the basis of much ecological research, and usually requires data on marked animals. in population studies of territorial animals, however, data are often collected on animal territory occupancy without identification of individuals. previously, these data could not be used to estimate demographic parameters such as survival. 2. we developed a hierarchical site-occupancy model for estimating survival from territory occupancy data without individual identification. we defined survival as the probability that an individual occupying a territory survives until the next reproductive period and settles in the same territory again. to evaluate our model, we used simulated data as well as real data from a long-term study on nightingales luscinia megarhynchos, from which mark-recapture data and territory occupancy data were available. 3. when applied to simulated data sets on territory occupancy, with parameter settings that are typical for different monitoring programmes (i.e. 10 years duration, three or eight visits per season, and 55 or 200 territories surveyed), our model yielded unbiased estimates of survival if the probability of detecting an occupied territory during a single visit was p = 0 center dot 5 or p = 0 center dot 7. 4. when applied to the data on nightingale territory occupancy, estimates of survival from our model were very similar to the estimates obtained from a traditional mark-recapture model (cormack-jolly-seber model) applied to the ringing data from the same nightingale population. 5.synthesis and applications. data collection for mark-recapture analysis is usually invasive and labour intensive, and suitable data are rarely available from large-scale monitoring programmes covering entire regions or countries. applying our model to territory occupancy data from such monitoring programmes could make large amounts of data available for research on animal demography.
ecological;SCR, connectivity;spatial capture-recapture models for jointly estimating population density and landscape connectivity;"animal movement; ecological distance; landscape connectivity; least-cost path; resistance surface; spatial capture-recapture";ECOLOGY;"ROYLE JA;CHANDLER RB;GAZENSKI KD;GRAVES TA";"population size and landscape connectivity are key determinants of population viability, yet no methods exist for simultaneously estimating density and connectivity parameters. recently developed spatial capture-recapture (scr) models provide a framework for estimating density of animal populations but thus far have not been used to study connectivity. rather, all applications of scr models have used encounter probability models based on the euclidean distance between traps and animal activity centers, which implies that home ranges are stationary, symmetric, and unaffected by landscape structure. in this paper we devise encounter probability models based on ""ecological distance,"" i.e., the least-cost path between traps and activity centers, which is a function of both euclidean distance and animal movement behavior in resistant landscapes. we integrate least-cost path models into a likelihood-based estimation scheme for spatial capture-recapture models in order to estimate population density and parameters of the least-cost encounter probability model. therefore, it is possible to make explicit inferences about animal density, distribution, and landscape connectivity as it relates to animal movement from standard capture-recapture data. furthermore, a simulation study demonstrated that ignoring landscape connectivity can result in negatively biased density estimators under the naive scr model."
ecological;SCR, dispersal, assumptions;spatial capture-recapture models allowing markovian transience or dispersal;"animal movement; density estimation; dispersal; spatial capture-recapture; spatially explicit capture-recapture; transience";POPULATION ECOLOGY;"ROYLE JA;FULLER AK;SUTHERLAND C";spatial capture-recapture (scr) models are a relatively recent development in quantitative ecology, and they are becoming widely used to model density in studies of animal populations using camera traps, dna sampling and other methods which produce spatially explicit individual encounter information. one of the core assumptions of scr models is that individuals possess home ranges that are spatially stationary during the sampling period. for many species, this assumption is unlikely to be met and, even for species that are typically territorial, individuals may disperse or exhibit transience at some life stages. in this paper we first conduct a simulation study to evaluate the robustness of estimators of density under ordinary scr models when dispersal or transience is present in the population. then, using both simulated and real data, we demonstrate that such models can easily be described in the bugs language providing a practical framework for their analysis, which allows us to evaluate movement dynamics of species using capture-recapture data. we find that while estimators of density are extremely robust, even to pathological levels of movement (e.g., complete transience), the estimator of the spatial scale parameter of the encounter probability model is confounded with the dispersal/transience scale parameter. thus, use of ordinary scr models to make inferences about density is feasible, but interpretation of scr model parameters in relation to movement should be avoided. instead, when movement dynamics are of interest, such dynamics should be parameterized explicitly in the model.
ecological;SCR, camera-trapping;bayesian inference in camera trapping studies for a class of spatial capture-recapture models;"abundance; bayesian analysis; binomial point process; camera trapping; carnivore surveys; data augmentation; density estimation; hierarchical model; markov chain monte carlo; spatial capture-recapture; tigers; trapping array; trapping grid";ECOLOGY;"ROYLE JA;KARANTH KU;GOPALASWAMY AM;KUMAR NS";we develop a class of models for inference about abundance or density using spatial capture-recapture data from studies based on camera trapping and related methods. the model is a hierarchical model composed of two components: a point process model describing the distribution of individuals in space (or their home range centers) and a model describing the observation of individuals in traps. we suppose that trap- and individual-specific capture probabilities are a function of distance between individual home range centers and trap locations. we show that the models can be regarded as generalized linear mixed models, where the individual home range centers are random effects. we adopt a bayesian framework for inference under these models using a formulation based on data augmentation. we apply the models to camera trapping data on tigers from the nagarahole reserve, india, collected over 48 nights in 2006. for this study, 120 camera locations were used, but cameras were only operational at 30 locations during any given sample occasion. movement of traps is common in many camera-trapping studies and represents an important feature of the observation model that we address explicitly in our application.
ecological;SCR;a hierarchical model for estimating density in camera-trap studies;"bayesian analysis; camera trapping; carnivore surveys; density estimation; hierarchical model; markov chain monte carlo; point process; spatial capture-recapture; tigers; trapping grid";JOURNAL OF APPLIED ECOLOGY;"ROYLE JA;NICHOLS JD;KARANTH KU;GOPALASWAMY AM";estimating animal density using capture-recapture data from arrays of detection devices such as camera traps has been problematic due to the movement of individuals and heterogeneity in capture probability among them induced by differential exposure to trapping. we develop a spatial capture-recapture model for estimating density from camera-trapping data which contains explicit models for the spatial point process governing the distribution of individuals and their exposure to and detection by traps. we adopt a bayesian approach to analysis of the hierarchical model using the technique of data augmentation. the model is applied to photographic capture-recapture data on tigers panthera tigris in nagarahole reserve, india. using this model, we estimate the density of tigers to be 14.3 animals per 100 km(2) during 2004. synthesis and applications. our modelling framework largely overcomes several weaknesses in conventional approaches to the estimation of animal density from trap arrays. it effectively deals with key problems such as individual heterogeneity in capture probabilities, movement of traps, presence of potential 'holes' in the array and ad hoc estimation of sample area. the formulation, thus, greatly enhances flexibility in the conduct of field surveys as well as in the analysis of data, from studies that may involve physical, photographic or dna-based 'captures' of individual animals.
